GP,Candidate,Score,Decision
ELRAY MANUFACTURING,ABBY MANUFACTURING,86.48648649,
ELRAY MANUFACTURING,HERD MANUFACTURING,86.48648649,
ELRAY MANUFACTURING,LYON MANUFACTURING,86.48648649,
FANDB MANUFACTURING,AEON MANUFACTURING,86.48648649,
FANDB MANUFACTURING,ANCA MANUFACTURING,86.48648649,
FARMCO MANUFACTURING,AWC MANUFACTURING,86.48648649,
FARMCO MANUFACTURING,AER MANUFACTURING,86.48648649,
FARMCO MANUFACTURING,COX MANUFACTURING,86.48648649,
FARMCO MANUFACTURING,JFC MANUFACTURING,86.48648649,
FARMCO MANUFACTURING,LMC MANUFACTURING,86.48648649,
FARNDON ENGINEERING,FLANCO ENGINEERING,86.48648649,
FECHNER ENGINEERING,WERNER ENGINEERING,86.48648649,
GLOBAL MANUFACTURING,BAP MANUFACTURING,86.48648649,
GLOBAL MANUFACTURING,BLB MANUFACTURING,86.48648649,
GLOBAL MANUFACTURING,CGL MANUFACTURING,86.48648649,
GRW ENGINEERING PTY,NJ ENGINEERING PTY,86.48648649,
GUILD INTERNATIONAL,GOIN INTERNATIONAL,86.48648649,
GULFCO MANUFACTURING,JFC MANUFACTURING,86.48648649,
GULFCO MANUFACTURING,LMC MANUFACTURING,86.48648649,
GULFCO MANUFACTURING,CGL MANUFACTURING,86.48648649,
GULFCO MANUFACTURING,COX MANUFACTURING,86.48648649,
HANSEN MANUFACTURING,AER MANUFACTURING,86.48648649,
HANSEN MANUFACTURING,EHS MANUFACTURING,86.48648649,
HAPPYDAY ENGINEERING,KAPPA ENGINEERING,86.48648649,
HARRIS MANUFACTURING,AER MANUFACTURING,86.48648649,
HARRIS MANUFACTURING,EHS MANUFACTURING,86.48648649,
HARSH INTERNATIONAL,HANA INTERNATIONAL,86.48648649,
HARTEC MANUFACTURING,AER MANUFACTURING,86.48648649,
HARTEC MANUFACTURING,AWC MANUFACTURING,86.48648649,
HARTEC MANUFACTURING,ITC MANUFACTURING,86.48648649,
HAYES MANUFACTURING,ABBY MANUFACTURING,86.48648649,
HAYES MANUFACTURING,AEON MANUFACTURING,86.48648649,
HENRY MANUFACTURING,AEON MANUFACTURING,86.48648649,
HERD MANUFACTURING,BAKER MANUFACTURING,86.48648649,
HERD MANUFACTURING,HAYES MANUFACTURING,86.48648649,
HICKMAN MANUFACTURING,CK MANUFACTURING,86.48648649,
HOOSIER TOOL AND DIE,PIER TOOL AND DIE,86.48648649,
HUNTER ENGINEERING,FECHNER ENGINEERING,86.48648649,
HYZAG INTERNATIONAL,HANA INTERNATIONAL,86.48648649,
IMAGE MANUFACTURING,AEON MANUFACTURING,86.48648649,
IMAGE MANUFACTURING,MACK MANUFACTURING,86.48648649,
IMI INTERNATIONAL,GARMIN INTERNATIONAL,86.48648649,
IMI INTERNATIONAL,HILITE INTERNATIONAL,86.48648649,
JPW MANUFACTURING COD,CW MANUFACTURING,86.48648649,
KAREL MANUFACTURING,AEON MANUFACTURING,86.48648649,
KAREL MANUFACTURING,ALCO MANUFACTURING,86.48648649,
KEITH ENGINEERING,KENWORTH ENGINEERING,86.48648649,
KENNCO MANUFACTURING,CNC MANUFACTURING,86.48648649,
KENNCO MANUFACTURING,COX MANUFACTURING,86.48648649,
LAI INTERNATIONAL,URANIE INTERNATIONAL,86.48648649,
LAWRENCE ENGINEERING,RENCH ENGINEERING,86.48648649,
LENNOX MANUFACTURING,COX MANUFACTURING,86.48648649,
LIST INDUSTRIES INC,LOC INDUSTRIES INC,86.48648649,
LUND MANUFACTURING,MANDR MANUFACTURING,86.48648649,
LUND MANUFACTURING,FANDB MANUFACTURING,86.48648649,
MAC B MANUFACTURING,BECK MANUFACTURING,86.48648649,
MAC B MANUFACTURING,ALCO MANUFACTURING,86.48648649,
MAC B MANUFACTURING,ANCA MANUFACTURING,86.48648649,
MACHINE PRODUCTS,NOVA MACHINE PRODUCTS,86.48648649,
MALAN ENGINEERING,MCMILLAN ENGINEERING,86.48648649,
MANDR MANUFACTURING,AEON MANUFACTURING,86.48648649,
MANDR MANUFACTURING,ANCA MANUFACTURING,86.48648649,
MANDR MANUFACTURING,MACK MANUFACTURING,86.48648649,
MANUFACTURING SALES,MARS MANUFACTURING,86.48648649,
MANUFACTURING SALES,VOSS MANUFACTURING,86.48648649,
MARION MANUFACTURING,RAO MANUFACTURING,86.48648649,
MC3 MANUFACTURING,MCGILL MANUFACTURING,86.48648649,
MC3 MANUFACTURING,MCLANE MANUFACTURING,86.48648649,
MCLANE MANUFACTURING,SAE MANUFACTURING,86.48648649,
MECHON ENGINEERING,FECHNER ENGINEERING,86.48648649,
MECHON ENGINEERING,MURTECH ENGINEERING,86.48648649,
MERCURY MANUFACTURING,MC MANUFACTURING,86.48648649,
METRIC MANUFACTURING,MC3 MANUFACTURING,86.48648649,
METRIC MANUFACTURING,MKC MANUFACTURING,86.48648649,
METRIC MANUFACTURING,TAC MANUFACTURING,86.48648649,
METRIC MANUFACTURING,TRD MANUFACTURING,86.48648649,
MKC MANUFACTURING,MCGILL MANUFACTURING,86.48648649,
MKC MANUFACTURING,MCLANE MANUFACTURING,86.48648649,
MON INTERNATIONAL,OSBORN INTERNATIONAL,86.48648649,
MTAR TECHNOLOGIES,GENSTAR TECHNOLOGIES,86.48648649,
NATAYO MANUFACTURING,RAO MANUFACTURING,86.48648649,
NATAYO MANUFACTURING,TAC MANUFACTURING,86.48648649,
NATEX ENGINEERING,NOVATECH ENGINEERING,86.48648649,
POWDER COATING PLUS,OSO POWDER COATING,86.48648649,
PRECISE TOOL AND DIE,PIER TOOL AND DIE,86.48648649,
PREMIER MANUFACTURING,PE MANUFACTURING,86.48648649,
PRENCO MANUFACTURING,PPC MANUFACTURING,86.48648649,
PRENCO MANUFACTURING,RAO MANUFACTURING,86.48648649,
PRODUCTION CASTINGS,PRODUCTION PLATING,86.48648649,
RADCON ENGINEERING,FARNDON ENGINEERING,86.48648649,
RAND MACHINE PRODUCTS,MACHINE PRODUCTS,86.48648649,
RILTA ENVIRONMENTAL,HEIL ENVIRONMENTAL,86.48648649,
RM INDUSTRIES INC,MACRO INDUSTRIES INC,86.48648649,
ROACH MANUFACTURING,RIMA MANUFACTURING,86.48648649,
ROACH MANUFACTURING,ZERO MANUFACTURING,86.48648649,
ROKWELL INDUSTRIES,PACKWELL INDUSTRIES,86.48648649,
ROSCO ENGINEERING,PROTOCOL ENGINEERING,86.48648649,
ROSER TECHNOLOGIES,GRAVER TECHNOLOGIES,86.48648649,
ROSER TECHNOLOGIES,OLIVER TECHNOLOGIES,86.48648649,
SARNS INDUSTRIES INC,RM INDUSTRIES INC,86.48648649,
SENSOR MANUFACTURING,S S MANUFACTURING,86.48648649,
SENSOR MANUFACTURING,SAE MANUFACTURING,86.48648649,
SENSOR MANUFACTURING,STS MANUFACTURING,86.48648649,
SETA TECHNOLOGIES,GENSTAR TECHNOLOGIES,86.48648649,
SETINA MANUFACTURING,SAE MANUFACTURING,86.48648649,
SETINA MANUFACTURING,STS MANUFACTURING,86.48648649,
SETINA MANUFACTURING,TAC MANUFACTURING,86.48648649,
SNYDER MANUFACTURING,SAE MANUFACTURING,86.48648649,
SOHN MANUFACTURING,ROACH MANUFACTURING,86.48648649,
SOHN MANUFACTURING,SOLDY MANUFACTURING,86.48648649,
SP MANUFACTURING PTE,PPC MANUFACTURING,86.48648649,
SP MANUFACTURING PTE,S S MANUFACTURING,86.48648649,
SP MANUFACTURING PTE,SHP MANUFACTURING,86.48648649,
SP MANUFACTURING PTE,STS MANUFACTURING,86.48648649,
STAR POWDER COATING,J R POWDER COATING,86.48648649,
STAR POWDER COATING,PRO POWDER COATING,86.48648649,
STATES MANUFACTURING,S S MANUFACTURING,86.48648649,
STATES MANUFACTURING,TAC MANUFACTURING,86.48648649,
TRD MANUFACTURING,TENDON MANUFACTURING,86.48648649,
TROY MANUFACTURING,ROACH MANUFACTURING,86.48648649,
TROY MANUFACTURING,SOLDY MANUFACTURING,86.48648649,
TURBOTECH MACHINING,PRO TECH MACHINING,86.48648649,
TYCO INTERNACIONAL,TYLOK INTERNATIONAL,86.48648649,
UNLMACH MANUFACTURING,MC MANUFACTURING,86.48648649,
US BOLT MANUFACTURING,BT MANUFACTURING,86.48648649,
VALCO MANUFACTURING,VOSS MANUFACTURING,86.48648649,
VERNAY MANUFACTURING,RAO MANUFACTURING,86.48648649,
VICTOR INSULATOR INC,VICTOR INSULATORS,86.48648649,
WARREN MANUFACTURING,SAE MANUFACTURING,86.48648649,
WEBCO MANUFACTURING,ZERO MANUFACTURING,86.48648649,
YAN LUNG INDUSTRIAL,LIU YAO INDUSTRIAL,86.48648649,
YU MING INDUSTRIAL,LIN YUEN INDUSTRIAL,86.48648649,
YUHARA MANUFACTURING,RAO MANUFACTURING,86.48648649,
ZERO MANUFACTURING,NEWCO MANUFACTURING,86.48648649,
ZION INDUSTRIES INC,LDI INDUSTRIES INC,86.48648649,
ZION INDUSTRIES INC,LOC INDUSTRIES INC,86.48648649,
ZIPPO MANUFACTURING,ZERO MANUFACTURING,86.48648649,
BACKERWOODS MANUFACTURING,BAKER MANUFACTURING,86.36363636,
CECO MACHINE AND TOOL,CUSTOM MACHINE AND TOOL,86.36363636,
CENTER MACHINE AND TOOL,CECO MACHINE AND TOOL,86.36363636,
CHICO METAL FINISHING,CLASSIC METAL FINISHING,86.36363636,
D AND K POWDER COATING,E AND R POWDER COATING,86.36363636,
D AND K POWDER COATING,R AND L POWDER COATING,86.36363636,
DICKMANN MANUFACTURING,DUTCHMAN MANUFACTURING,86.36363636,
DIEMOND MACHINE AND TOOL,IGD MACHINE AND TOOL,86.36363636,
ELECTRO METAL FINISHING,ELITE METAL FINISHING,86.36363636,
FHC INDUSTRIAL SUPPLY,FLOOD INDUSTRIAL SUPPLY,86.36363636,
HARRISON MANUFACTURING,BARRICKS MANUFACTURING,86.36363636,
HARRISON MANUFACTURING,ANDERSON MANUFACTURING,86.36363636,
HEAT TREATMENT FENGTAI,HEAT TREATMENT GENARIC,86.36363636,
JIS SPECIALTY PRODUCTS,SPECIALTY BAR PRODUCTS,86.36363636,
MANUFACTURING SALES,METAL SALES MANUFACTURING,86.36363636,
MEYCO MACHINE AND TOOL,MAJOR TOOL AND MACHINE,86.36363636,
PRISM TECHNOLOGIES INC,RANDS TECHNOLOGIES INC,86.36363636,
SOUTHCO MANUFACTURING,SOUTHLAND MANUFACTURING,86.36363636,
TENK MACHINE AND TOOL,SATNAM MACHINE AND TOOL,86.36363636,
TENK MACHINE AND TOOL,MODERN MACHINE AND TOOL,86.36363636,
THAMES MACHINE AND TOOL,TENK MACHINE AND TOOL,86.36363636,
THURSTON MANUFACTURING,PETERSON MANUFACTURING,86.36363636,
TRISTATE TOOL AND DIE,TRISTATE TOOL AND HOIST,86.36363636,
ADVANCED MOLDEDM SUPPLIES,ADVANCED MOLD EDM SUPPLIES,86.2745098,
ALABAMA SPECIALTY PRODUCTS,MARMAC SPECIALTY PRODUCTS,86.2745098,
AUTOMATION TOOL AND DIE,CANADIAN AUTOMATION AND TOOL,86.2745098,
DAVIES PRECISION MACHINING,ANREN PRECISION MACHINING,86.2745098,
ELITE SURFACE TECHNOLOGIES,ROLL SURFACE TECHNOLOGIES,86.2745098,
IGR ENGINEERING SERVICES,HILLIER ENGINEERING SERVICE,86.2745098,
KMF PRECISION ENGINEERING CC,KD PRECISION ENGINEEING,86.2745098,
LARSON TOOL AND STAMPING,PRECISION TOOL AND STAMPING,86.2745098,
MACHINING TECHNOLOGIES,MATRIX MACHINING TECHNOLOGIES,86.2745098,
MP TOOL AND ENGINEERING,SPECIAL TOOL AND ENGINEERING,86.2745098,
MT MACHINING TECHNOLOGIES INC,MACHINING TECHNOLOGIES,86.2745098,
MYERS PRECISION GRINDING,PETERSON PRECISION GRINDING,86.2745098,
NEZKOT PRECISION ENGINEERING,KD PRECISION ENGINEEING,86.2745098,
REGAL PRECISION ENGINEERING,PS PRECISION ENGINEERING,86.2745098,
THUMB TOOL AND ENGINEERING,MACK TOOL AND ENGINEERING,86.2745098,
COWETA MACHINE AND FABRICATION,BOND MACHINE AND FABRICATION,86.20689655,
MATRIX MACHINING TECHNOLOGIES,MT MACHINING TECHNOLOGIES INC,86.20689655,
PREMIER MACHINE PRODUCTS INC,PRECISION MACHINE PRODUCTS INC,86.20689655,
RAINEY ENGINEERING SOLUTIONS,INGENICO ENGINEERING SOLUTIONS,86.20689655,
SLANEY PRECISION ENGINEERING,STARGATE PRECISION ENGINEERING,86.20689655,
SINASTEEL XINGTAI MACHINERY ROLL,SINOSTEEL GROUP XINGTAI MACHINERY ROLLER,86.11111111,
ENGINEERING TECHNOLOGIES AND MANUFACTURING,TOWNLEY ENGINEERING AND MANUFACTURING,86.07594937,
3D INSTRUMENTS,BC INSTRUMENTS,85.71428571,
A R D INDUSTRIES,AD INDUSTRIE,85.71428571,
AALBERTS INDUSTRIES,BETTS INDUSTRIES,85.71428571,
AANDH CUSTOM MACHINE,R AND D CUSTOM MACHINE,85.71428571,
AATLAS INDUSTRIAL EQUIPMENT,AUTO AND INDUSTRIAL EQUIPMENT,85.71428571,
AB5 INDUSTRIES,ACK INDUSTRIES,85.71428571,
AB5 INDUSTRIES,AFC INDUSTRIES,85.71428571,
AB5 INDUSTRIES,AMG INDUSTRIES,85.71428571,
ABORE ENGINEERING,BARKEV ENGINEERING,85.71428571,
ABS MACHINING,LANDS MACHINING,85.71428571,
AC MACHINE,A 1 MACHINE,85.71428571,
ACM,ACIM,85.71428571,
ACME,ACM,85.71428571,
ACTRON,ACCUTRON,85.71428571,
AD INDUSTRIE,DANDH INDUSTRIES,85.71428571,
ADEPT MANUFACTURING,BT MANUFACTURING,85.71428571,
ADEPT MANUFACTURING,HD MANUFACTURING,85.71428571,
ADVANCED MACHINING SERVICES,DMC MACHINING SERVICES,85.71428571,
AERO FINISHING,ABLE FINISHING,85.71428571,
AEROTECH,ARTECH,85.71428571,
AFAB INDUSTRIES,AH INDUSTRIES,85.71428571,
AFAB INDUSTRIES,AI INDUSTRIES,85.71428571,
AFAB INDUSTRIES,AK INDUSTRIES,85.71428571,
AFAB INDUSTRIES,AZ INDUSTRIES,85.71428571,
AFFA,AFA,85.71428571,
AGES,AES,85.71428571,
AGRYMIN COMPONENTES,ARIM COMPONENTES,85.71428571,
AK S INDUSTRIES,AH INDUSTRIES,85.71428571,
AK S INDUSTRIES,AI INDUSTRIES,85.71428571,
AK S INDUSTRIES,AZ INDUSTRIES,85.71428571,
AK S INDUSTRIES,LS INDUSTRIES,85.71428571,
AK S INDUSTRIES,SK INDUSTRIES,85.71428571,
ALCON TOOL,MARCON TOOL,85.71428571,
ALEXANDER MANUFACTURING,MANDR MANUFACTURING,85.71428571,
ALFA PRECISION,ELAN PRECISION,85.71428571,
ALGI INDUSTRIE,AMG INDUSTRIES,85.71428571,
ALGI INDUSTRIE,ARI INDUSTRIES,85.71428571,
ALLCAMS MACHINE,ATLAS MACHINE,85.71428571,
ALPHA MANUFACTURING,HD MANUFACTURING,85.71428571,
ALUMACH,ALUMASC,85.71428571,
AMERICAN INDUSTRIES,ERVIN INDUSTRIES,85.71428571,
AMERICAN MANUFACTURING,AMANDA MANUFACTURING,85.71428571,
AMES,AES,85.71428571,
AMES,AMS,85.71428571,
AMG INDUSTRIES,ACK INDUSTRIES,85.71428571,
ANDERDON MACHINE AND TOOL,DIEMOND MACHINE AND TOOL,85.71428571,
ANDERSON INTERNATIONAL,BARNES INTERNATIONAL,85.71428571,
ANDERSON INTERNATIONAL,HAYNES INTERNATIONAL,85.71428571,
ANDERSON MACHINE,AERO MACHINE,85.71428571,
ANDERSON MANUFACTURING,HANSEN MANUFACTURING,85.71428571,
AP PRECISION METALS,HARCON PRECISION METALS,85.71428571,
API,ZAPI,85.71428571,
APUS INDUSTRIES,AH INDUSTRIES,85.71428571,
APUS INDUSTRIES,AI INDUSTRIES,85.71428571,
APUS INDUSTRIES,AK INDUSTRIES,85.71428571,
APUS INDUSTRIES,AZ INDUSTRIES,85.71428571,
ARC INTERNATIONAL,HANA INTERNATIONAL,85.71428571,
ARCTECH,ZARTECH,85.71428571,
ARTISTIC MANUFACTURING,HARTEC MANUFACTURING,85.71428571,
ATEK,TEK,85.71428571,
ATLANTIC,ATLANT,85.71428571,
ATRION MEDICAL,ATRIUM MEDICAL,85.71428571,
AUTOCAST ENGINEERING,AOS ENGINEERING,85.71428571,
B AND B MANUFACTURING,C AND R MANUFACTURING,85.71428571,
BAIC,BIC,85.71428571,
BAKER ENGINEERING,BERVIC ENGINEERING,85.71428571,
BAKER ENGINEERING,BETTER ENGINEERING,85.71428571,
BAKER ENGINEERING,BLEASE ENGINEERING,85.71428571,
BARINOX,ARMINOX,85.71428571,
BARKEV ENGINEERING,ARTEC ENGINEERING,85.71428571,
BARNES INTERNATIONAL,A FORCES INTERNATIONAL,85.71428571,
BARODA MANUFACTURING,ACRODYNE MANUFACTURING,85.71428571,
BARODA MANUFACTURING,EBERHARD MANUFACTURING,85.71428571,
BASONI,BIASSONI,85.71428571,
BAUMANN,BAXMANN,85.71428571,
BAW PRECISION ENGINEERING,PS PRECISION ENGINEERING,85.71428571,
BBB INDUSTRIES,BCF INDUSTRIES,85.71428571,
BBB INDUSTRIES,AB5 INDUSTRIES,85.71428571,
BBB INDUSTRIES,ASB INDUSTRIES,85.71428571,
BBB INDUSTRIES,BDM INDUSTRIES,85.71428571,
BCF INDUSTRIES,COG INDUSTRIES,85.71428571,
BCF INDUSTRIES,AB5 INDUSTRIES,85.71428571,
BCF INDUSTRIES,ACK INDUSTRIES,85.71428571,
BCF INDUSTRIES,AFC INDUSTRIES,85.71428571,
BCF INDUSTRIES,ASB INDUSTRIES,85.71428571,
BCF INDUSTRIES,BDM INDUSTRIES,85.71428571,
BD TECHNOLOGIES,KTECHNOLOGIES,85.71428571,
BDM INDUSTRIES,AB5 INDUSTRIES,85.71428571,
BDM INDUSTRIES,AMS INDUSTRIES,85.71428571,
BDM INDUSTRIES,ARD INDUSTRIES,85.71428571,
BDM INDUSTRIES,ASB INDUSTRIES,85.71428571,
BDM INDUSTRIES,AMG INDUSTRIES,85.71428571,
BDM INDUSTRIES,AMO INDUSTRIES,85.71428571,
BECK INDUSTRIES,AK INDUSTRIES,85.71428571,
BEDFORD ENGINEERING,BOYD ENGINEERING,85.71428571,
BELISLE INDUSTRIES,BILLET INDUSTRIES,85.71428571,
BELLE ENGINEERING,BETTER ENGINEERING,85.71428571,
BELLE ENGINEERING,BLEASE ENGINEERING,85.71428571,
BERITECH,BERTEC,85.71428571,
BERVIC ENGINEERING,BICAM ENGINEERING,85.71428571,
BES,BESA,85.71428571,
BESA,BSA,85.71428571,
BISEP PRECISION ENGINEERING,DEESIDE PRECISION ENGINEERING,85.71428571,
BKW INSTRUMENTS,FK INSTRUMENT,85.71428571,
BLACKMER,BACKER,85.71428571,
BLAIR MACHINE AND TOOL,IGD MACHINE AND TOOL,85.71428571,
BONDTECH,BOTECH,85.71428571,
BRILEY MANUFACTURING,ARTIFLEX MANUFACTURING,85.71428571,
BROCO PRODUCTS,AIRCO PRODUCTS,85.71428571,
BROOK TOOL AND DIE,ARRO TOOL AND DIE,85.71428571,
BROWN INDUSTRIES,BW INDUSTRIE,85.71428571,
BUCHNER MANUFACTURING,CHARTER MANUFACTURING,85.71428571,
BUSCH MANUFACTURING,CK MANUFACTURING,85.71428571,
BUSCH MANUFACTURING,CW MANUFACTURING,85.71428571,
BUSCH MANUFACTURING,HD MANUFACTURING,85.71428571,
BUSCH MANUFACTURING,BT MANUFACTURING,85.71428571,
BUSCH MANUFACTURING,CF MANUFACTURING,85.71428571,
BWISE MANUFACTURING,CW MANUFACTURING,85.71428571,
BWISE MANUFACTURING,BT MANUFACTURING,85.71428571,
BYWER INDUSTRIES,BW INDUSTRIE,85.71428571,
CAMERON INTERNATIONAL,ACMEWIN INTERNATIONAL,85.71428571,
CARDINAL MANUFACTURING,BARODA MANUFACTURING,85.71428571,
CARDINAL MANUFACTURING,CHAPIN MANUFACTURING,85.71428571,
CARTER MANUFACTURING,ARTIFLEX MANUFACTURING,85.71428571,
CAST PRODUCTS,CUSTOM PRODUCTS,85.71428571,
CATALINA INDUSTRIES,ATLAS INDUSTRIES,85.71428571,
CAVIST MANUFACTURING,ARTISTIC MANUFACTURING,85.71428571,
CBOC LUBRICANTS,GB LUBRICANTS,85.71428571,
CCL INDUSTRIES,DEL INDUSTRIES,85.71428571,
CCL INDUSTRIES,ECM INDUSTRIES,85.71428571,
CCL INDUSTRIES,ACK INDUSTRIES,85.71428571,
CCL INDUSTRIES,AFC INDUSTRIES,85.71428571,
CCL INDUSTRIES,BCF INDUSTRIES,85.71428571,
CCL INDUSTRIES,COG INDUSTRIES,85.71428571,
CCL INDUSTRIES,CRP INDUSTRIES,85.71428571,
CDMC,CMC,85.71428571,
CETA PRECISION,ELAN PRECISION,85.71428571,
CHICO METAL FINISHING,AOTCO METAL FINISHING,85.71428571,
CHIPS MANUFACTURING,CW MANUFACTURING,85.71428571,
CHIPS MANUFACTURING,CF MANUFACTURING,85.71428571,
CHIPS MANUFACTURING,CK MANUFACTURING,85.71428571,
CI ENGINERRING,CM ENGINEERING,85.71428571,
CIM,ACIM,85.71428571,
CIM,CIMA,85.71428571,
CIMA,IMA,85.71428571,
CJ ENGINEERING PART,HART ENGINEERING,85.71428571,
CLABORN MANUFACTURING,CYCLONE MANUFACTURING,85.71428571,
CLABORN MANUFACTURING,LARSENS MANUFACTURING,85.71428571,
CLASSIC METAL FINISHING,DCI METAL FINISHING,85.71428571,
CNC,CNNC,85.71428571,
CNC PRECISION,CARAN PRECISION,85.71428571,
CNC PRECISION,NICEL PRECISION,85.71428571,
CNCS,CNC,85.71428571,
CNMC,CMC,85.71428571,
CNMC,CNC,85.71428571,
COG INDUSTRIES,ACK INDUSTRIES,85.71428571,
COG INDUSTRIES,AFC INDUSTRIES,85.71428571,
COG INDUSTRIES,AMG INDUSTRIES,85.71428571,
COG INDUSTRIES,AMO INDUSTRIES,85.71428571,
COLBURN INDUSTRIES,BURTON INDUSTRIES,85.71428571,
COLMAR ENGINEERING,DACOL ENGINEERING,85.71428571,
COLMAR ENGINEERING,DICOR ENGINEERING,85.71428571,
COMMERCIAL HEAT TREATING,COMMERCIAL STEEL TREATING,85.71428571,
COMMERCIAL SPRING AND TOOL,COMMERCIAL TOOL AND DIE,85.71428571,
COMPONENTA,COMPONENTES,85.71428571,
CONBRACO INDUSTRIES,CONMA INDUSTRIES,85.71428571,
COROTEC,SOROTEC,85.71428571,
CPCS,CPS,85.71428571,
CR MACHINE,HTC MACHINE,85.71428571,
CRC,CRCC,85.71428571,
CRC,CRRC,85.71428571,
CRI,CRIO,85.71428571,
CROW MANUFACTURING,AER MANUFACTURING,85.71428571,
CROW MANUFACTURING,AWC MANUFACTURING,85.71428571,
CRP INDUSTRIES,ACK INDUSTRIES,85.71428571,
CRP INDUSTRIES,AFC INDUSTRIES,85.71428571,
CRP INDUSTRIES,ARD INDUSTRIES,85.71428571,
CRP INDUSTRIES,ARI INDUSTRIES,85.71428571,
CRP INDUSTRIES,BCF INDUSTRIES,85.71428571,
CURT MANUFACTURING,AER MANUFACTURING,85.71428571,
CYGNUS MANUFACTURING,G MANUFACTURING,85.71428571,
D H INDUSTRIES,DEL INDUSTRIES,85.71428571,
D H INDUSTRIES,HMS INDUSTRIES,85.71428571,
D H INDUSTRIES,ARD INDUSTRIES,85.71428571,
D H INDUSTRIES,BDM INDUSTRIES,85.71428571,
D K POWDER COATING,JB POWDER COATING,85.71428571,
DAMIEN GRAVE,DAMIEN GRAVE FOC,85.71428571,
DANT INDUSTRIES,AZ INDUSTRIES,85.71428571,
DANT INDUSTRIES,D4 INDUSTRIES,85.71428571,
DANT INDUSTRIES,AH INDUSTRIES,85.71428571,
DANT INDUSTRIES,AI INDUSTRIES,85.71428571,
DANT INDUSTRIES,AK INDUSTRIES,85.71428571,
DAWN INDUSTRIES,AI INDUSTRIES,85.71428571,
DAWN INDUSTRIES,AH INDUSTRIES,85.71428571,
DAWN INDUSTRIES,AK INDUSTRIES,85.71428571,
DAWN INDUSTRIES,AZ INDUSTRIES,85.71428571,
DAWN INDUSTRIES,D4 INDUSTRIES,85.71428571,
DEL INDUSTRIES,ARD INDUSTRIES,85.71428571,
DEL INDUSTRIES,BDM INDUSTRIES,85.71428571,
DEL INDUSTRIES,ECM INDUSTRIES,85.71428571,
DESERT ENGINEERING,DELTA ENGINEERING,85.71428571,
DH ENGINEERING,CM ENGINEERING,85.71428571,
DIAFUKU,DAIFUKU,85.71428571,
DINKY MANUFACTURING,CK MANUFACTURING,85.71428571,
DINKY MANUFACTURING,HD MANUFACTURING,85.71428571,
DISEN ENGINEERING,DESERT ENGINEERING,85.71428571,
DONYAL ENGINEERING,DACOL ENGINEERING,85.71428571,
DTL TRADING,MD TRADING,85.71428571,
DUBOIS CHEMICAL,DUBOIS CHEMICALS INC,85.71428571,
DUTCHMAN MANUFACTURING,CHAPIN MANUFACTURING,85.71428571,
DVS TECHNOLOGY,DMH TECHNOLOGY,85.71428571,
E S TOOLING,KS TOOLING,85.71428571,
EANDD MACHINE,D AND R MACHINE,85.71428571,
ECL,ECIL,85.71428571,
ECM INDUSTRIES,AFC INDUSTRIES,85.71428571,
ECM INDUSTRIES,AMG INDUSTRIES,85.71428571,
ECM INDUSTRIES,AMO INDUSTRIES,85.71428571,
ECM INDUSTRIES,AMS INDUSTRIES,85.71428571,
ECM INDUSTRIES,ACK INDUSTRIES,85.71428571,
ECO CUTTING TOOLS,CUTTING EDGE TOOLS,85.71428571,
ECOCAST,ECOFAST,85.71428571,
ECOL,ECL,85.71428571,
EDH,EDHD,85.71428571,
EIKO,IKO,85.71428571,
EJA INTERNATIONAL,HANA INTERNATIONAL,85.71428571,
EKTA SMORJMEDEL,LE SMORJMEDEL,85.71428571,
ELDALE MACHINE AND TOOL,DP TOOL AND MACHINE,85.71428571,
ELECTROTECNICA DE URBINA,ELECTROTECNICA DEL URUMEA,85.71428571,
ELGE PRECISION,ELAN PRECISION,85.71428571,
ELMET TECHNOLOGIES,LIFT TECHNOLOGIES,85.71428571,
ELMET TECHNOLOGIES,SETA TECHNOLOGIES,85.71428571,
ELMET TECHNOLOGIES,SREM TECHNOLOGIES,85.71428571,
EMBELTON ENGINEERING,ELO ENGINEERING,85.71428571,
EMEC,EMC,85.71428571,
EMEC,MEC,85.71428571,
ENERPAC,ENERVAC,85.71428571,
EON,E ON,85.71428571,
EON,EKON,85.71428571,
EONE,EON,85.71428571,
ERIE STEEL TREATING,AMERICAN STEEL TREATING,85.71428571,
ERLSON ENGINEERING,ROSCO ENGINEERING,85.71428571,
ESAB GROUP,ESSAR GROUP,85.71428571,
EXPERT PRECISION ENGINEERING,NEZKOT PRECISION ENGINEERING,85.71428571,
FAE,FAER,85.71428571,
FAITH MANUFACTURING,HD MANUFACTURING,85.71428571,
FAITH MANUFACTURING,BT MANUFACTURING,85.71428571,
FAITH MANUFACTURING,CF MANUFACTURING,85.71428571,
FANDB MANUFACTURING,BT MANUFACTURING,85.71428571,
FAR,FAER,85.71428571,
FARNDON ENGINEERING,YANN ENGINEERING,85.71428571,
FINMECCANICA,MECCANICA,85.71428571,
FISCHER FERTIGUNGSTECHNIK,SELZER FERTIGUNGSTECHNIK,85.71428571,
FIVEMASA,IVMASA,85.71428571,
FLANCO ENGINEERING,LANYU ENGINEERING,85.71428571,
FLUHYDRO SYSTEMS,HYDROSYSTEMS,85.71428571,
FLUXTRONIC,FLEXTRONICS,85.71428571,
FOREMOST MANUFACTURING,FARMCO MANUFACTURING,85.71428571,
FRUITLAND MANUFACTURING,FANDB MANUFACTURING,85.71428571,
